HNode,LNode,Time,Makespan,SOC,SOL
HNode: 59, LNode: 271, solved: 1ms, makespan: 58, sum_of_costs: 1204, sum_of_loss: 1093
HNode: 53, LNode: 233, solved: 1ms, makespan: 52, sum_of_costs: 1084, sum_of_loss: 1043
HNode: 51, LNode: 229, solved: 1ms, makespan: 50, sum_of_costs: 1180, sum_of_loss: 1056
HNode: 55, LNode: 249, solved: 1ms, makespan: 54, sum_of_costs: 1386, sum_of_loss: 1230
HNode: 52, LNode: 227, solved: 1ms, makespan: 51, sum_of_costs: 1323, sum_of_loss: 1186
HNode: 51, LNode: 228, solved: 1ms, makespan: 50, sum_of_costs: 1290, sum_of_loss: 1196
HNode: 51, LNode: 231, solved: 1ms, makespan: 50, sum_of_costs: 1346, sum_of_loss: 1243
HNode: 59, LNode: 347, solved: 1ms, makespan: 49, sum_of_costs: 1324, sum_of_loss: 1178
HNode: 84, LNode: 347, solved: 1ms, makespan: 82, sum_of_costs: 1471, sum_of_loss: 1292
HNode: 49, LNode: 209, solved: 1ms, makespan: 48, sum_of_costs: 1420, sum_of_loss: 1322
HNode: 43, LNode: 190, solved: 1ms, makespan: 42, sum_of_costs: 1045, sum_of_loss: 988
HNode: 66, LNode: 319, solved: 1ms, makespan: 61, sum_of_costs: 1406, sum_of_loss: 1297
HNode: 58, LNode: 265, solved: 1ms, makespan: 57, sum_of_costs: 1330, sum_of_loss: 1185
HNode: 47, LNode: 218, solved: 1ms, makespan: 46, sum_of_costs: 1331, sum_of_loss: 1212
HNode: 49, LNode: 220, solved: 1ms, makespan: 48, sum_of_costs: 1271, sum_of_loss: 1181
HNode: 63, LNode: 294, solved: 1ms, makespan: 62, sum_of_costs: 1458, sum_of_loss: 1326
HNode: 144, LNode: 758, solved: 2ms, makespan: 120, sum_of_costs: 1904, sum_of_loss: 1670
HNode: 43, LNode: 181, solved: 1ms, makespan: 42, sum_of_costs: 1380, sum_of_loss: 1262
HNode: 45, LNode: 202, solved: 1ms, makespan: 44, sum_of_costs: 1334, sum_of_loss: 1238
HNode: 67, LNode: 309, solved: 1ms, makespan: 65, sum_of_costs: 1443, sum_of_loss: 1266
HNode: 72, LNode: 342, solved: 1ms, makespan: 69, sum_of_costs: 1439, sum_of_loss: 1340
HNode: 49, LNode: 228, solved: 1ms, makespan: 48, sum_of_costs: 1244, sum_of_loss: 1101
HNode: 57, LNode: 259, solved: 1ms, makespan: 55, sum_of_costs: 1182, sum_of_loss: 1105
HNode: 41, LNode: 187, solved: 1ms, makespan: 40, sum_of_costs: 1128, sum_of_loss: 1040
HNode: 48, LNode: 213, solved: 1ms, makespan: 47, sum_of_costs: 1169, sum_of_loss: 1127
HNode: 55, LNode: 248, solved: 1ms, makespan: 54, sum_of_costs: 1280, sum_of_loss: 1184
HNode: 48, LNode: 218, solved: 1ms, makespan: 47, sum_of_costs: 1160, sum_of_loss: 1045
HNode: 55, LNode: 241, solved: 1ms, makespan: 54, sum_of_costs: 1217, sum_of_loss: 1111
HNode: 57, LNode: 253, solved: 1ms, makespan: 56, sum_of_costs: 1353, sum_of_loss: 1198
HNode: 53, LNode: 242, solved: 1ms, makespan: 52, sum_of_costs: 1490, sum_of_loss: 1336
HNode: 56, LNode: 252, solved: 1ms, makespan: 55, sum_of_costs: 1320, sum_of_loss: 1237
HNode: 49, LNode: 222, solved: 1ms, makespan: 48, sum_of_costs: 1236, sum_of_loss: 1163
HNode: 49, LNode: 229, solved: 1ms, makespan: 48, sum_of_costs: 1169, sum_of_loss: 1051
HNode: 52, LNode: 233, solved: 1ms, makespan: 51, sum_of_costs: 1367, sum_of_loss: 1235
HNode: 52, LNode: 240, solved: 1ms, makespan: 51, sum_of_costs: 1272, sum_of_loss: 1140
HNode: 55, LNode: 238, solved: 1ms, makespan: 54, sum_of_costs: 1528, sum_of_loss: 1311
HNode: 180, LNode: 1834, solved: 7ms, makespan: 65, sum_of_costs: 1293, sum_of_loss: 1200
HNode: 45, LNode: 208, solved: 1ms, makespan: 44, sum_of_costs: 1208, sum_of_loss: 1103
HNode: 63, LNode: 282, solved: 1ms, makespan: 62, sum_of_costs: 1283, sum_of_loss: 1133
HNode: 51, LNode: 225, solved: 1ms, makespan: 50, sum_of_costs: 1256, sum_of_loss: 1209
HNode: 43, LNode: 191, solved: 1ms, makespan: 42, sum_of_costs: 1171, sum_of_loss: 1043
