HNode,LNode,Time,Makespan,SOC,SOL
HNode: 50, LNode: 228, solved: 5ms, makespan: 49, sum_of_costs: 1380, sum_of_loss: 1286
HNode: 48, LNode: 215, solved: 5ms, makespan: 47, sum_of_costs: 1251, sum_of_loss: 1145
HNode: 56, LNode: 256, solved: 5ms, makespan: 55, sum_of_costs: 1497, sum_of_loss: 1330
HNode: 52, LNode: 242, solved: 5ms, makespan: 51, sum_of_costs: 1197, sum_of_loss: 1062
HNode: 54, LNode: 244, solved: 6ms, makespan: 53, sum_of_costs: 1424, sum_of_loss: 1315
HNode: 47, LNode: 219, solved: 5ms, makespan: 46, sum_of_costs: 1234, sum_of_loss: 1172
HNode: 44, LNode: 197, solved: 5ms, makespan: 43, sum_of_costs: 1369, sum_of_loss: 1275
HNode: 51, LNode: 228, solved: 5ms, makespan: 50, sum_of_costs: 1307, sum_of_loss: 1138
HNode: 51, LNode: 227, solved: 5ms, makespan: 50, sum_of_costs: 1248, sum_of_loss: 1128
HNode: 49, LNode: 229, solved: 5ms, makespan: 48, sum_of_costs: 1397, sum_of_loss: 1214
HNode: 44, LNode: 200, solved: 5ms, makespan: 43, sum_of_costs: 1292, sum_of_loss: 1190
HNode: 42, LNode: 196, solved: 5ms, makespan: 41, sum_of_costs: 1243, sum_of_loss: 1163
HNode: 45, LNode: 204, solved: 4ms, makespan: 44, sum_of_costs: 1139, sum_of_loss: 1027
HNode: 61, LNode: 286, solved: 5ms, makespan: 60, sum_of_costs: 1251, sum_of_loss: 1113
HNode: 43, LNode: 201, solved: 4ms, makespan: 42, sum_of_costs: 1169, sum_of_loss: 1036
HNode: 51, LNode: 217, solved: 5ms, makespan: 50, sum_of_costs: 1175, sum_of_loss: 1084
HNode: 55, LNode: 252, solved: 6ms, makespan: 54, sum_of_costs: 1470, sum_of_loss: 1279
HNode: 57, LNode: 254, solved: 5ms, makespan: 56, sum_of_costs: 1360, sum_of_loss: 1177
HNode: 49, LNode: 225, solved: 5ms, makespan: 48, sum_of_costs: 1291, sum_of_loss: 1179
HNode: 51, LNode: 236, solved: 6ms, makespan: 50, sum_of_costs: 1468, sum_of_loss: 1285
HNode: 46, LNode: 215, solved: 5ms, makespan: 45, sum_of_costs: 1343, sum_of_loss: 1171
HNode: 47, LNode: 215, solved: 5ms, makespan: 46, sum_of_costs: 1346, sum_of_loss: 1223
HNode: 49, LNode: 223, solved: 6ms, makespan: 48, sum_of_costs: 1407, sum_of_loss: 1322
HNode: 42, LNode: 192, solved: 4ms, makespan: 41, sum_of_costs: 1033, sum_of_loss: 975
HNode: 59, LNode: 268, solved: 5ms, makespan: 58, sum_of_costs: 1329, sum_of_loss: 1228
HNode: 58, LNode: 253, solved: 5ms, makespan: 57, sum_of_costs: 1283, sum_of_loss: 1198
HNode: 46, LNode: 208, solved: 5ms, makespan: 45, sum_of_costs: 1373, sum_of_loss: 1229
HNode: 50, LNode: 231, solved: 5ms, makespan: 49, sum_of_costs: 1209, sum_of_loss: 1178
HNode: 62, LNode: 278, solved: 6ms, makespan: 61, sum_of_costs: 1455, sum_of_loss: 1311
HNode: 49, LNode: 216, solved: 5ms, makespan: 48, sum_of_costs: 1272, sum_of_loss: 1183
HNode: 46, LNode: 209, solved: 5ms, makespan: 45, sum_of_costs: 1344, sum_of_loss: 1237
HNode: 46, LNode: 213, solved: 5ms, makespan: 45, sum_of_costs: 1274, sum_of_loss: 1222
HNode: 52, LNode: 242, solved: 5ms, makespan: 51, sum_of_costs: 1392, sum_of_loss: 1210
HNode: 59, LNode: 266, solved: 5ms, makespan: 58, sum_of_costs: 1331, sum_of_loss: 1242
HNode: 52, LNode: 236, solved: 5ms, makespan: 51, sum_of_costs: 1277, sum_of_loss: 1127
HNode: 54, LNode: 247, solved: 5ms, makespan: 53, sum_of_costs: 1229, sum_of_loss: 1102
HNode: 44, LNode: 198, solved: 4ms, makespan: 43, sum_of_costs: 1126, sum_of_loss: 1045
HNode: 48, LNode: 214, solved: 5ms, makespan: 47, sum_of_costs: 1178, sum_of_loss: 1119
HNode: 53, LNode: 241, solved: 5ms, makespan: 52, sum_of_costs: 1371, sum_of_loss: 1211
HNode: 49, LNode: 228, solved: 4ms, makespan: 48, sum_of_costs: 1172, sum_of_loss: 1047
HNode: 53, LNode: 241, solved: 5ms, makespan: 52, sum_of_costs: 1219, sum_of_loss: 1098
HNode: 57, LNode: 264, solved: 5ms, makespan: 56, sum_of_costs: 1292, sum_of_loss: 1177
HNode: 54, LNode: 247, solved: 6ms, makespan: 53, sum_of_costs: 1568, sum_of_loss: 1384
HNode: 58, LNode: 269, solved: 5ms, makespan: 57, sum_of_costs: 1335, sum_of_loss: 1223
HNode: 47, LNode: 208, solved: 5ms, makespan: 46, sum_of_costs: 1262, sum_of_loss: 1188
HNode: 48, LNode: 221, solved: 4ms, makespan: 47, sum_of_costs: 1212, sum_of_loss: 1072
HNode: 56, LNode: 245, solved: 5ms, makespan: 55, sum_of_costs: 1442, sum_of_loss: 1322
HNode: 50, LNode: 230, solved: 5ms, makespan: 49, sum_of_costs: 1244, sum_of_loss: 1141
HNode: 53, LNode: 238, solved: 5ms, makespan: 52, sum_of_costs: 1594, sum_of_loss: 1358
HNode: 288, LNode: 3954, solved: 15ms, makespan: 60, sum_of_costs: 1335, sum_of_loss: 1197
HNode: 43, LNode: 199, solved: 5ms, makespan: 42, sum_of_costs: 1171, sum_of_loss: 1071
HNode: 41, LNode: 194, solved: 4ms, makespan: 40, sum_of_costs: 1203, sum_of_loss: 1095
HNode: 43, LNode: 204, solved: 5ms, makespan: 42, sum_of_costs: 1273, sum_of_loss: 1199
HNode: 45, LNode: 205, solved: 4ms, makespan: 44, sum_of_costs: 1229, sum_of_loss: 1096
HNode: 48, LNode: 222, solved: 4ms, makespan: 47, sum_of_costs: 1118, sum_of_loss: 1001
HNode: 48, LNode: 223, solved: 5ms, makespan: 47, sum_of_costs: 1274, sum_of_loss: 1142
HNode: 49, LNode: 219, solved: 5ms, makespan: 48, sum_of_costs: 1300, sum_of_loss: 1167
HNode: 65, LNode: 324, solved: 6ms, makespan: 61, sum_of_costs: 1344, sum_of_loss: 1279
HNode: 49, LNode: 230, solved: 5ms, makespan: 48, sum_of_costs: 1239, sum_of_loss: 1146
HNode: 48, LNode: 213, solved: 4ms, makespan: 47, sum_of_costs: 1084, sum_of_loss: 986
HNode: 43, LNode: 192, solved: 5ms, makespan: 42, sum_of_costs: 1260, sum_of_loss: 1202
HNode: 51, LNode: 234, solved: 5ms, makespan: 50, sum_of_costs: 1423, sum_of_loss: 1297
HNode: 47, LNode: 208, solved: 4ms, makespan: 46, sum_of_costs: 1192, sum_of_loss: 1057
HNode: 58, LNode: 263, solved: 5ms, makespan: 57, sum_of_costs: 1306, sum_of_loss: 1196
HNode: 57, LNode: 257, solved: 5ms, makespan: 55, sum_of_costs: 1305, sum_of_loss: 1170
